date,temperaturemin,temperaturemax,precipitation,snowfall,snowdepth,avgwindspeed,fastest2minwinddir,fastest2minwindspeed,fastest5secwinddir,fastest5secwindspeed,fog,fogheavy,mist,rain,fogground,ice,glaze,drizzle,snow,freezingrain,smokehaze,thunder,highwind,hail,blowingsnow,dust,freezingfog
10/10/2016,45,68,0,0,0,5.37,40,16.11,30,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/12/2016,48,73,0,0,0,1.57,20,8.05,30,12.97,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/18/2016,60.1,84,0,0,0,7.61,230,17,250,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/20/2016,61,86,0,0,0,3.8,180,12.08,170,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/23/2016,39.9,70,0,0,0,6.71,230,14.99,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/25/2016,44.1,66,0,0,0,2.68,70,14.99,50,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/26/2016,39,68,0,0,0,1.79,230,10.07,230,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/4/2016,45,69.1,0.07,0,0,7.16,40,18.12,30,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/5/2016,37.9,64.9,0,0,0,2.91,90,14.99,90,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/6/2016,37,71.1,0,0,0,1.57,30,10.07,30,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/9/2016,46.9,66.9,0,0,0,5.59,290,17,330,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/12/2016,30.2,55,0,0,0,7.83,50,19.91,40,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/19/2016,42.1,77,0,0,0,9.17,230,23.94,290,38.03,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
11/20/2016,31.1,53.1,0,0,0,6.49,280,18.12,280,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/21/2016,27.1,54,0,0,0,5.14,300,16.11,290,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/23/2016,28.2,62.1,0,0,0,3.58,230,10.07,230,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/29/2016,57.9,72,0.06,0,0,12.97,200,21.92,160,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/6/2016,43,48.9,0.56,0,0,7.83,60,14.99,330,21.03,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/7/2016,37,60.1,0,0,0,2.01,20,8.95,30,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/25/2016,48,60.1,0,0,0,5.14,90,10.07,110,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/27/2016,52,68,0.01,0,0,10.29,240,19.91,230,25.95,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/31/2016,23.2,50,0,0,0,8.72,220,21.03,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/6/2017,32,43,0.25,0,0,6.04,40,14.09,40,19.01,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
1/8/2017,15.3,27.1,0,0,1.18,4.92,300,14.09,300,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/10/2017,24.3,48,0,0,1.18,5.14,170,14.99,170,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/12/2017,54,73,0,0,0,12.53,230,27.96,230,35.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/23/2017,43,60.1,0.28,0,0,9.84,80,25.05,80,31.09,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/28/2017,27.1,52,0,0,0,9.4,230,21.92,260,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/30/2017,30.2,46,0,0,0,6.26,270,21.03,280,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/1/2017,42.1,70,0,0,0,3.8,220,10.07,30,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/5/2017,27.1,60.1,0.01,0,0,4.92,220,16.11,280,23.04,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
2/15/2017,39,55.9,0.34,0,0,5.37,290,14.99,300,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/19/2017,44.1,73,0,0,0,4.7,250,16.11,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/20/2017,42.1,73,0,0,0,1.79,90,12.97,290,23.04,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
2/24/2017,46.9,80.1,0,0,0,3.58,230,14.09,170,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/25/2017,52,81,0,0,0,13.2,230,29.97,240,38.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/27/2017,35.1,66,0,0,0,5.37,220,14.99,180,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/28/2017,50,77,0,0,0,7.16,220,19.91,210,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/8/2017,46,69.1,0.05,0,0,8.5,220,23.04,210,31.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/25/2017,52,75.9,0,0,0,10.74,240,21.03,240,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/7/2017,43,59,0,0,0,11.86,290,23.94,260,36.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/12/2017,55.9,82.9,0,0,0,4.03,210,14.09,220,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/16/2017,60.1,82,0,0,0,12.75,250,23.04,240,31.09,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
4/22/2017,55.9,87.1,0.09,0,0,9.4,250,25.95,240,35.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/23/2017,53.1,55.9,0.77,0,0,11.18,90,21.03,80,27.07,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/24/2017,53.1,60.1,4.51,0,0,10.96,50,21.03,40,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/4/2017,57,80.1,0.29,0,0,10.74,140,19.91,140,27.96,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/14/2017,48.9,81,0,0,0,7.16,250,17,230,23.94,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/22/2017,68,80.1,0.3,0,0,8.05,250,21.92,240,27.96,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
5/24/2017,64.9,73.9,0.29,0,0,5.82,160,16.11,160,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/27/2017,61,88,0,0,0,6.04,220,17,220,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/17/2017,72,86,0.21,0,0,5.82,160,14.99,280,21.03,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/18/2017,73.9,91,0.17,0,0,8.72,190,17,230,40.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/20/2017,66.9,82,0.72,0,0,4.47,240,12.97,200,18.12,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
6/22/2017,71.1,84,0,0,0,8.05,240,16.11,260,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/28/2017,57,82.9,0,0,0,4.25,80,12.97,30,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/29/2017,60.1,87.1,0,0,0,6.71,190,14.09,190,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/2/2017,71.1,91.9,0,0,0,4.47,230,10.07,200,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/3/2017,70,93,0.15,0,0,2.91,190,14.99,170,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/4/2017,71.1,91.9,0.84,0,0,3.8,40,16.11,40,19.01,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/9/2017,69.1,88,0,0,0,3.36,50,12.97,40,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/11/2017,71.1,95,0,0,0,6.93,180,16.11,210,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/14/2017,77,97,0,0,0,9.4,230,21.03,240,25.95,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/20/2017,71.1,99,0,0,0,3.8,210,10.07,220,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/23/2017,71.1,102,0.56,0,0,8.95,220,25.05,220,31.99,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/11/2017,73,89.1,1.2,0,0,4.25,260,12.97,290,16.11,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/12/2017,73,91.9,0.48,0,0,5.37,300,12.08,280,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/17/2017,75,93.9,0.24,0,0,4.92,220,21.03,220,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/29/2017,64,71.1,0.22,0,0,8.5,30,17,30,25.05,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/3/2017,62.1,82.9,0,0,0,4.25,240,12.97,230,17,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/7/2017,53.1,75.9,0,0,0,2.91,260,14.09,310,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/9/2017,53.1,75.9,0,0,0,7.38,40,16.11,40,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/11/2017,57.9,66.9,0.01,0,0,12.75,60,19.91,50,27.07,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/21/2017,64.9,88,0,0,0,1.79,50,23.94,50,35.12,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
10/14/2017,62.1,78.1,0,0,0,3.13,40,8.95,150,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/19/2017,42.1,75.9,0,0,0,1.12,230,12.08,240,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/21/2017,48,79,0,0,0,2.01,160,10.07,110,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/22/2017,51.1,79,0,0,0,3.13,140,10.07,120,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/25/2017,42.1,66,0,0,0,3.8,240,14.99,240,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/26/2017,39.9,63,0,0,0,3.8,260,12.97,270,19.01,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/28/2017,46.9,73.9,0.76,0,0,4.92,170,14.09,170,19.01,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/30/2017,36,59,0,0,0,6.93,280,14.99,270,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/12/2017,28.2,48.9,0.03,0,0,1.57,50,12.08,40,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/22/2017,42.1,62.1,0.03,0,0,4.7,10,14.09,320,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/12/2017,30.2,53.1,0,0,0,9.62,280,18.12,330,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/25/2012,72,93,0,0,0,6.49,40,17,40,21.03,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/1/2012,75,102.9,0,0,0,4.92,20,23.94,30,36.91,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
7/6/2012,71.1,100,0,0,0,3.8,20,17.9,10,27.96,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/9/2012,73,96.1,0.23,0,0,3.36,180,17,80,23.04,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/11/2012,68,80.1,0.45,0,0,4.03,90,21.92,90,25.95,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
7/21/2012,71.1,93,1.09,0,0,7.38,200,19.91,190,23.94,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/25/2012,70,90,0,0,0,4.03,240,12.08,240,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/27/2012,73.9,99,0.14,0,0,6.93,20,19.91,300,31.09,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
7/29/2012,66.9,91.9,0,0,0,2.01,100,8.95,130,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/2/2012,72,93,0.05,0,0,5.82,180,23.94,170,29.08,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/6/2012,73.9,93,0.49,0,0,6.26,230,21.92,230,25.95,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/10/2012,72,87.1,0.13,0,0,8.95,220,21.92,240,27.96,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
8/14/2012,66,91,0,0,0,5.59,230,16.11,230,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/24/2012,68,77,0.02,0,0,4.7,80,12.97,90,17,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
8/26/2012,64.9,84,0,0,0,3.13,50,10.07,60,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/28/2012,73,87.1,0,0,0,7.61,210,17,220,23.04,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
8/30/2012,68,89.1,0,0,0,4.47,170,12.97,180,16.11,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/2/2012,72,88,1.85,0,0,3.58,340,17,340,23.04,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
9/14/2012,63,80.1,0,0,0,1.57,50,8.95,50,12.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/25/2012,48,77,0,0,0,3.13,210,12.08,240,14.99,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/2/2012,66.9,88,0.12,0,0,7.61,210,12.97,210,17,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
10/7/2012,50,64.9,0.23,0,0,6.71,40,17,50,23.04,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
10/14/2012,44.1,78.1,0,0,0,3.8,230,14.99,230,17.9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/16/2012,44.1,70,0,0,0,2.01,280,8.95,10,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/25/2012,50,80.1,0,0,0,1.34,100,8.05,140,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/27/2012,62.1,66,0,0,0,12.08,40,21.03,30,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/1/2012,37.9,57.9,0,0,0,5.14,270,16.11,300,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/2/2012,34,64.9,0,0,0,3.58,310,14.99,300,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/18/2012,45,55.9,0,0,0,12.3,40,19.91,50,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/19/2012,46.9,59,0,0,0,8.05,40,16.11,40,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
11/30/2012,30.9,63,0,0,0,2.46,230,12.97,220,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/2/2012,39,69.1,0,0,0,4.47,220,16.11,240,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/14/2012,27,57.9,0,0,0,0.89,240,6.93,230,8.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/16/2012,48,57.9,0.09,0,0,5.59,220,16.11,220,17.9,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
12/21/2012,37,57.9,0,0,0,15.43,290,25.05,240,38.03,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
12/24/2012,44.1,53.1,0,0,0,6.26,210,17,210,23.94,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
12/28/2012,27,45,0,0,0,1.34,180,6.93,170,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12/29/2012,37.9,52,0.37,0,0,6.26,290,17,300,31.09,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
12/31/2012,25,53.1,0,0,0,6.26,230,21.92,230,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/15/2013,44.1,60.1,0.01,0,0,7.83,30,17,20,23.94,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
1/21/2013,28.9,59,0,0,0,5.14,230,17.9,290,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/10/2013,25,53.1,0.03,0,0,4.47,150,12.08,160,16.11,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
2/11/2013,45,63,0.05,0,0,10.51,220,21.03,240,25.05,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2/16/2013,32,46.9,0.39,0.71,0,4.03,10,12.97,20,21.03,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
2/23/2013,36,44.1,0.92,0,0,2.46,30,10.07,40,14.99,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
2/25/2013,32,42.1,0,0,0,6.93,70,16.11,50,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/9/2013,33.1,62.1,0,0,0,3.58,40,12.97,50,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/15/2013,28,62.1,0,0,0,7.83,240,19.91,240,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/20/2013,37.9,55,0,0,0,3.8,230,16.11,250,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/25/2013,35.1,48,0,0,0,7.38,270,21.92,270,31.99,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
3/26/2013,32,50,0,0,0,6.49,310,12.97,310,21.03,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
3/30/2013,37.9,66,0,0,0,3.58,230,12.97,240,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/5/2013,39,63,0.04,0,0,2.68,30,12.08,30,16.11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/9/2013,57,82.9,0,0,0,7.61,240,19.91,220,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/17/2013,57.9,80.1,0,0,0,7.61,200,14.99,200,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/20/2013,44.1,64,0.01,0,0,3.8,240,21.92,240,29.08,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
4/21/2013,41,61,0,0,0,9.4,50,21.03,50,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/2/2013,52,64.9,0,0,0,7.61,50,17,50,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/4/2013,48.9,64,0,0,0,11.63,50,19.91,50,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/5/2013,50,60.1,0,0,0,12.3,80,21.03,80,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/10/2013,55.9,84,0,0,0,7.16,240,21.03,240,25.05,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/11/2013,64.9,81,0.3,0,0,9.62,230,23.04,240,29.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
5/17/2013,61,86,0,0,0,2.46,110,12.97,110,16.11,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
5/25/2013,41,73,0,0,0,2.91,270,14.99,260,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/5/2013,64,82,0,0,0,6.04,110,14.09,120,23.04,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/11/2013,70,86,0,0,0,8.5,240,16.11,230,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/14/2013,59,80.1,0,0,0,4.25,340,14.09,80,23.94,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
6/19/2013,64.9,80.1,0,0,0,5.14,70,12.97,90,18.12,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/16/2013,69.1,93.9,0,0,0,2.01,210,12.08,210,14.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
7/21/2013,73,89.1,0,0,0,6.71,220,16.11,210,21.92,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
8/2/2013,66.9,89.1,0.77,0,0,0.67,250,14.99,240,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/5/2013,64,82,0,0,0,4.47,190,12.97,190,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/12/2013,73,91.9,0.66,0,0,2.01,300,19.91,290,25.95,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/13/2013,71.1,90,0.08,0,0,5.59,230,21.03,240,29.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/18/2013,66.9,81,0.05,0,0,5.59,270,12.97,260,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
8/29/2013,72,87.1,0,0,0,6.93,50,14.99,50,19.91,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/3/2013,71.1,89.1,0.3,0,0,4.03,270,21.92,270,31.09,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9/4/2013,68,84.9,0,0,0,2.91,80,12.97,60,18.12,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/8/2013,57.9,63,0,0,0,11.41,50,19.91,60,27.96,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/13/2013,62.1,66.9,0.07,0,0,7.16,30,12.97,30,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/29/2013,50,73,0,0,0,1.79,40,8.05,40,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/30/2013,55,72,0,0,0,4.92,240,14.09,220,17,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/2/2013,50,71.1,0,0,0,4.03,300,14.99,280,23.04,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/14/2008,48.9,84.9,0,0,0,1.12,230,10.07,230,12.08,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/16/2008,55.9,84.9,0,0,0,2.24,220,12.08,240,14.99,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/20/2008,35.1,66.9,0,0,0,2.24,220,10.07,220,12.97,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
10/26/2008,44.1,70,0,0,0,3.13,230,12.08,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/5/2008,52,68,0,0,0,6.93,40,14.99,30,21.03,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
11/7/2008,46.9,80.1,0,0,0,4.03,230,14.99,220,17.9,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/10/2008,34,61,0,0,0,1.79,270,12.08,260,17,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
11/15/2008,51.1,75.9,0.62,0,0,14.54,220,29.97,240,36.01,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
11/22/2008,21,46,0,0,0,3.13,270,12.97,330,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
11/24/2008,28,55,0.19,0,0,6.04,220,16.11,220,17.9,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
12/10/2008,61,70,0.07,0,0,10.51,170,17.9,170,21.92,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
12/17/2008,44.1,57.9,0,0,0,4.47,230,14.09,240,14.99,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
12/19/2008,54,71.1,0,0,0,10.74,230,31.99,220,36.91,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
12/23/2008,21.9,44.1,0,0,0,4.7,180,14.99,170,17,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/6/2009,43,57,0.9,0,0,6.04,90,16.11,100,21.03,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
1/17/2009,10.9,36,0,0,0,5.82,200,14.09,180,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1/20/2009,23,35.1,0.19,3.5,2.01,6.71,30,19.91,30,25.95,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
1/26/2009,33.1,46.9,0,0,0,3.58,100,10.07,100,12.97,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/6/2009,19.9,55,0,0,0,5.82,220,17,220,21.92,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/9/2009,39.9,66,0,0,0,6.04,100,14.09,120,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/15/2009,34,54,0,0,0,4.7,30,14.09,40,17.9,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
2/16/2009,30.9,46,0,0,0,7.38,60,16.11,50,21.03,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No
2/28/2009,37.9,57.9,0.72,0,0,9.62,70,21.03,80,25.05,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
3/1/2009,35.1,37.9,1.38,0,0,12.75,50,23.04,40,27.96,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
3/4/2009,19.9,50,0,0,0,2.91,220,14.09,220,16.11,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
